AIRCRAFT_ID,AIRCRAFT_MANUFACTURER,AIRCRAFT_MODEL,SEAT_CAPACITY,REVIEW_ID
19,Boeing,Boeing 737,189,59503
19,Boeing,Boeing 737,189,57900
42,Unknown,Unknown,,71319
42,Unknown,Unknown,,81575
42,Unknown,Unknown,,75090
42,Unknown,Unknown,,91165
19,Boeing,Boeing 737,189,114568
42,Unknown,Unknown,,104302
4,Airbus,A321,220,147227
42,Unknown,Unknown,,76072
42,Unknown,Unknown,,76893
42,Unknown,Unknown,,114895
42,Unknown,Unknown,,83788
42,Unknown,Unknown,,72905
26,Boeing,Boeing 757,200,62209
42,Unknown,Unknown,,122842
32,Boeing,Boeing 777,396,101497
19,Boeing,Boeing 737,189,156266
19,Boeing,Boeing 737,189,78923
42,Unknown,Unknown,,72966
19,Boeing,Boeing 737,189,63474
32,Boeing,Boeing 777,396,47235
42,Unknown,Unknown,,86367
42,Unknown,Unknown,,112727
42,Unknown,Unknown,,96170
19,Boeing,Boeing 737,189,60980
2,Airbus,A319,134,57267
42,Unknown,Unknown,,103401
42,Unknown,Unknown,,124639
32,Boeing,Boeing 777,396,77153
42,Unknown,Unknown,,59207
42,Unknown,Unknown,,77517
42,Unknown,Unknown,,119828
42,Unknown,Unknown,,75249
19,Boeing,Boeing 737,189,147793
32,Boeing,Boeing 777,396,67535
42,Unknown,Unknown,,81739
19,Boeing,Boeing 737,189,121894
42,Unknown,Unknown,,123201
42,Unknown,Unknown,,108758
42,Unknown,Unknown,,80329
42,Unknown,Unknown,,137885
42,Unknown,Unknown,,67046
42,Unknown,Unknown,,156603
19,Boeing,Boeing 737,189,41397
3,Airbus,A320,180,41400
28,Boeing,Boeing 767,216,45154
19,Boeing,Boeing 737,189,45291
42,Unknown,Unknown,,38318
42,Unknown,Unknown,,140185
28,Boeing,Boeing 767,216,63483
42,Unknown,Unknown,,109508
42,Unknown,Unknown,,109571
42,Unknown,Unknown,,49038
42,Unknown,Unknown,,120588
42,Unknown,Unknown,,137830
42,Unknown,Unknown,,109315
42,Unknown,Unknown,,73797
32,Boeing,Boeing 777,396,95092
42,Unknown,Unknown,,80068
42,Unknown,Unknown,,81390
19,Boeing,Boeing 737,189,42597
32,Boeing,Boeing 777,396,42598
42,Unknown,Unknown,,143097
42,Unknown,Unknown,,78881
42,Unknown,Unknown,,94680
42,Unknown,Unknown,,109646
19,Boeing,Boeing 737,189,80471
42,Unknown,Unknown,,125688
42,Unknown,Unknown,,38553
42,Unknown,Unknown,,111192
28,Boeing,Boeing 767,216,49533
42,Unknown,Unknown,,153227
42,Unknown,Unknown,,82558
38,Embraer,Embraer 170,76,93110
42,Unknown,Unknown,,136998
32,Boeing,Boeing 777,396,96864
42,Unknown,Unknown,,118443
42,Unknown,Unknown,,115840
42,Unknown,Unknown,,129669
42,Unknown,Unknown,,81906
42,Unknown,Unknown,,127651
42,Unknown,Unknown,,140919
23,Boeing,Boeing 747,467,68210
42,Unknown,Unknown,,110853
42,Unknown,Unknown,,48723
42,Unknown,Unknown,,90167
42,Unknown,Unknown,,87214
42,Unknown,Unknown,,139096
42,Unknown,Unknown,,111066
42,Unknown,Unknown,,89409
42,Unknown,Unknown,,98035
42,Unknown,Unknown,,110452
3,Airbus,A320,180,59547
42,Unknown,Unknown,,111722
42,Unknown,Unknown,,87869
42,Unknown,Unknown,,75633
42,Unknown,Unknown,,36814
28,Boeing,Boeing 767,216,43034
42,Unknown,Unknown,,127326
42,Unknown,Unknown,,70922
32,Boeing,Boeing 777,396,149550
32,Boeing,Boeing 777,396,109526
42,Unknown,Unknown,,151252
42,Unknown,Unknown,,134163
42,Unknown,Unknown,,92596
42,Unknown,Unknown,,122828
32,Boeing,Boeing 777,396,74824
42,Unknown,Unknown,,94441
42,Unknown,Unknown,,53652
42,Unknown,Unknown,,48792
42,Unknown,Unknown,,120536
42,Unknown,Unknown,,84907
42,Unknown,Unknown,,36270
42,Unknown,Unknown,,108465
42,Unknown,Unknown,,148584
42,Unknown,Unknown,,109509
19,Boeing,Boeing 737,189,156927
32,Boeing,Boeing 777,396,156928
42,Unknown,Unknown,,84531
19,Boeing,Boeing 737,189,73887
19,Boeing,Boeing 737,189,111568
42,Unknown,Unknown,,151248
32,Boeing,Boeing 777,396,131625
42,Unknown,Unknown,,124542
42,Unknown,Unknown,,124596
42,Unknown,Unknown,,118030
42,Unknown,Unknown,,127180
42,Unknown,Unknown,,103698
42,Unknown,Unknown,,115788
42,Unknown,Unknown,,120158
32,Boeing,Boeing 777,396,146858
42,Unknown,Unknown,,114068
26,Boeing,Boeing 757,200,128002
42,Unknown,Unknown,,47546
42,Unknown,Unknown,,124393
32,Boeing,Boeing 777,396,100489
26,Boeing,Boeing 757,200,100491
32,Boeing,Boeing 777,396,100696
42,Unknown,Unknown,,51016
42,Unknown,Unknown,,87504
42,Unknown,Unknown,,97515
42,Unknown,Unknown,,88509
42,Unknown,Unknown,,140587
42,Unknown,Unknown,,122993
19,Boeing,Boeing 737,189,138036
42,Unknown,Unknown,,123225
42,Unknown,Unknown,,123284
42,Unknown,Unknown,,117704
42,Unknown,Unknown,,100645
42,Unknown,Unknown,,48935
42,Unknown,Unknown,,46400
42,Unknown,Unknown,,132268
42,Unknown,Unknown,,92507
42,Unknown,Unknown,,79107
42,Unknown,Unknown,,129920
42,Unknown,Unknown,,122549
42,Unknown,Unknown,,123846
42,Unknown,Unknown,,144603
42,Unknown,Unknown,,38805
42,Unknown,Unknown,,103536
42,Unknown,Unknown,,139427
42,Unknown,Unknown,,115622
42,Unknown,Unknown,,151145
42,Unknown,Unknown,,119055
42,Unknown,Unknown,,97687
42,Unknown,Unknown,,102673
42,Unknown,Unknown,,119880
32,Boeing,Boeing 777,396,97359
42,Unknown,Unknown,,111623
42,Unknown,Unknown,,107009
42,Unknown,Unknown,,81826
42,Unknown,Unknown,,38877
42,Unknown,Unknown,,51628
42,Unknown,Unknown,,116591
19,Boeing,Boeing 737,189,151192
42,Unknown,Unknown,,111485
42,Unknown,Unknown,,92697
42,Unknown,Unknown,,111201
42,Unknown,Unknown,,91647
42,Unknown,Unknown,,134264
42,Unknown,Unknown,,116091
19,Boeing,Boeing 737,189,105136
23,Boeing,Boeing 747,467,42971
42,Unknown,Unknown,,122474
42,Unknown,Unknown,,123444
42,Unknown,Unknown,,103872
42,Unknown,Unknown,,102387
42,Unknown,Unknown,,41200
19,Boeing,Boeing 737,189,113162
42,Unknown,Unknown,,90289
42,Unknown,Unknown,,138894
42,Unknown,Unknown,,142160
32,Boeing,Boeing 777,396,80594
42,Unknown,Unknown,,47594
42,Unknown,Unknown,,40518
42,Unknown,Unknown,,127423
34,Boeing,Boeing 787,242,114565
34,Boeing,Boeing 787,242,116308
42,Unknown,Unknown,,141228
42,Unknown,Unknown,,122530
34,Boeing,Boeing 787,242,89781
42,Unknown,Unknown,,36868
32,Boeing,Boeing 777,396,67777
42,Unknown,Unknown,,122643
42,Unknown,Unknown,,119023
42,Unknown,Unknown,,82026
42,Unknown,Unknown,,96673
42,Unknown,Unknown,,89423
42,Unknown,Unknown,,146486
42,Unknown,Unknown,,96343
42,Unknown,Unknown,,47233
42,Unknown,Unknown,,70659
19,Boeing,Boeing 737,189,138515
42,Unknown,Unknown,,154736
32,Boeing,Boeing 777,396,65480
26,Boeing,Boeing 757,200,87805
42,Unknown,Unknown,,120018
42,Unknown,Unknown,,116464
42,Unknown,Unknown,,130115
42,Unknown,Unknown,,89373
42,Unknown,Unknown,,120705
42,Unknown,Unknown,,85773
3,Airbus,A320,180,66191
42,Unknown,Unknown,,85887
26,Boeing,Boeing 757,200,96012
42,Unknown,Unknown,,118208
42,Unknown,Unknown,,89756
42,Unknown,Unknown,,110239
42,Unknown,Unknown,,141810
32,Boeing,Boeing 777,396,53030
42,Unknown,Unknown,,114684
42,Unknown,Unknown,,112896
42,Unknown,Unknown,,118438
42,Unknown,Unknown,,137204
42,Unknown,Unknown,,122724
42,Unknown,Unknown,,105020
42,Unknown,Unknown,,36052
42,Unknown,Unknown,,97898
42,Unknown,Unknown,,122699
42,Unknown,Unknown,,83986
19,Boeing,Boeing 737,189,91805
42,Unknown,Unknown,,123065
42,Unknown,Unknown,,111952
42,Unknown,Unknown,,150764
42,Unknown,Unknown,,49310
42,Unknown,Unknown,,119547
42,Unknown,Unknown,,120563
42,Unknown,Unknown,,102075
42,Unknown,Unknown,,97063
19,Boeing,Boeing 737,189,72470
42,Unknown,Unknown,,118126
32,Boeing,Boeing 777,396,60705
42,Unknown,Unknown,,38130
42,Unknown,Unknown,,152626
42,Unknown,Unknown,,91648
42,Unknown,Unknown,,66802
42,Unknown,Unknown,,90578
42,Unknown,Unknown,,105721
42,Unknown,Unknown,,68758
19,Boeing,Boeing 737,189,63115
19,Boeing,Boeing 737,189,65540
19,Boeing,Boeing 737,189,111504
19,Boeing,Boeing 737,189,67529
42,Unknown,Unknown,,140408
42,Unknown,Unknown,,114052
32,Boeing,Boeing 777,396,48310
42,Unknown,Unknown,,48487
34,Boeing,Boeing 787,242,48556
32,Boeing,Boeing 777,396,108933
32,Boeing,Boeing 777,396,87016
42,Unknown,Unknown,,52980
42,Unknown,Unknown,,127151
42,Unknown,Unknown,,37961
42,Unknown,Unknown,,94410
42,Unknown,Unknown,,118735
19,Boeing,Boeing 737,189,44388
42,Unknown,Unknown,,69884
34,Boeing,Boeing 787,242,60084
28,Boeing,Boeing 767,216,60122
42,Unknown,Unknown,,139640
42,Unknown,Unknown,,115953
23,Boeing,Boeing 747,467,137452
42,Unknown,Unknown,,74423
42,Unknown,Unknown,,60274
42,Unknown,Unknown,,84545
42,Unknown,Unknown,,95305
42,Unknown,Unknown,,74029
42,Unknown,Unknown,,75178
42,Unknown,Unknown,,84027
42,Unknown,Unknown,,58779
42,Unknown,Unknown,,97199
19,Boeing,Boeing 737,189,115634
42,Unknown,Unknown,,82908
42,Unknown,Unknown,,110163
42,Unknown,Unknown,,38912
42,Unknown,Unknown,,60845
42,Unknown,Unknown,,145228
42,Unknown,Unknown,,135846
32,Boeing,Boeing 777,396,57002
42,Unknown,Unknown,,72894
42,Unknown,Unknown,,72895
42,Unknown,Unknown,,116202
42,Unknown,Unknown,,136053
42,Unknown,Unknown,,117222
42,Unknown,Unknown,,101085
42,Unknown,Unknown,,113307
34,Boeing,Boeing 787,242,118025
42,Unknown,Unknown,,154684
42,Unknown,Unknown,,98140
42,Unknown,Unknown,,113524
42,Unknown,Unknown,,60957
42,Unknown,Unknown,,114658
42,Unknown,Unknown,,63738
42,Unknown,Unknown,,91565
42,Unknown,Unknown,,97389
42,Unknown,Unknown,,95298
42,Unknown,Unknown,,143187
42,Unknown,Unknown,,157089
2,Airbus,A319,134,157100
2,Airbus,A319,134,157114
19,Boeing,Boeing 737,189,157115
34,Boeing,Boeing 787,242,60361
42,Unknown,Unknown,,135841
34,Boeing,Boeing 787,242,50031
42,Unknown,Unknown,,55082
26,Boeing,Boeing 757,200,56648
42,Unknown,Unknown,,61997
42,Unknown,Unknown,,83421
32,Boeing,Boeing 777,396,80446
42,Unknown,Unknown,,124472
42,Unknown,Unknown,,35822
42,Unknown,Unknown,,83975
42,Unknown,Unknown,,54202
42,Unknown,Unknown,,89570
42,Unknown,Unknown,,116218
42,Unknown,Unknown,,45479
42,Unknown,Unknown,,71457
42,Unknown,Unknown,,131482
42,Unknown,Unknown,,120251
42,Unknown,Unknown,,96106
42,Unknown,Unknown,,35902
34,Boeing,Boeing 787,242,46713
42,Unknown,Unknown,,39726
42,Unknown,Unknown,,138575
42,Unknown,Unknown,,38994
42,Unknown,Unknown,,99408
42,Unknown,Unknown,,38995
3,Airbus,A320,180,104499
19,Boeing,Boeing 737,189,104500
42,Unknown,Unknown,,69075
19,Boeing,Boeing 737,189,126146
42,Unknown,Unknown,,127457
42,Unknown,Unknown,,97333
42,Unknown,Unknown,,114968
42,Unknown,Unknown,,115132
42,Unknown,Unknown,,60316
42,Unknown,Unknown,,93918
42,Unknown,Unknown,,44746
42,Unknown,Unknown,,115559
42,Unknown,Unknown,,124613
42,Unknown,Unknown,,59866
42,Unknown,Unknown,,49133
42,Unknown,Unknown,,36580
42,Unknown,Unknown,,82534
19,Boeing,Boeing 737,189,136696
42,Unknown,Unknown,,139755
19,Boeing,Boeing 737,189,99586
42,Unknown,Unknown,,136561
42,Unknown,Unknown,,53472
28,Boeing,Boeing 767,216,54178
42,Unknown,Unknown,,35394
42,Unknown,Unknown,,155091
42,Unknown,Unknown,,39417
42,Unknown,Unknown,,133209
42,Unknown,Unknown,,107902
42,Unknown,Unknown,,87277
42,Unknown,Unknown,,42984
42,Unknown,Unknown,,93361
42,Unknown,Unknown,,80943
42,Unknown,Unknown,,102896
42,Unknown,Unknown,,43784
42,Unknown,Unknown,,106698
42,Unknown,Unknown,,128315
42,Unknown,Unknown,,148909
42,Unknown,Unknown,,109060
42,Unknown,Unknown,,142814
42,Unknown,Unknown,,107947
19,Boeing,Boeing 737,189,50264
42,Unknown,Unknown,,44227
42,Unknown,Unknown,,139230
42,Unknown,Unknown,,121646
42,Unknown,Unknown,,113398
42,Unknown,Unknown,,56090
42,Unknown,Unknown,,152119
42,Unknown,Unknown,,128047
42,Unknown,Unknown,,153991
42,Unknown,Unknown,,114984
42,Unknown,Unknown,,125067
42,Unknown,Unknown,,101903
42,Unknown,Unknown,,61532
42,Unknown,Unknown,,97441
42,Unknown,Unknown,,100133
42,Unknown,Unknown,,84100
42,Unknown,Unknown,,47887
19,Boeing,Boeing 737,189,86067
42,Unknown,Unknown,,130651
42,Unknown,Unknown,,112607
42,Unknown,Unknown,,108895
42,Unknown,Unknown,,108897
39,Embraer,Embraer 190,98,41505
42,Unknown,Unknown,,80612
34,Boeing,Boeing 787,242,88478
34,Boeing,Boeing 787,242,125457
42,Unknown,Unknown,,126226
42,Unknown,Unknown,,129792
42,Unknown,Unknown,,79525
42,Unknown,Unknown,,88672
42,Unknown,Unknown,,113077
42,Unknown,Unknown,,84193
42,Unknown,Unknown,,53631
42,Unknown,Unknown,,41386
19,Boeing,Boeing 737,189,47347
42,Unknown,Unknown,,123838
32,Boeing,Boeing 777,396,54897
42,Unknown,Unknown,,76606
42,Unknown,Unknown,,64955
42,Unknown,Unknown,,98012
42,Unknown,Unknown,,56734
42,Unknown,Unknown,,137258
19,Boeing,Boeing 737,189,55264
42,Unknown,Unknown,,107605
42,Unknown,Unknown,,41677
42,Unknown,Unknown,,50015
42,Unknown,Unknown,,61138
42,Unknown,Unknown,,120756
42,Unknown,Unknown,,77889
42,Unknown,Unknown,,149119
42,Unknown,Unknown,,74257
42,Unknown,Unknown,,89664
42,Unknown,Unknown,,136009
42,Unknown,Unknown,,93658
42,Unknown,Unknown,,119783
42,Unknown,Unknown,,118194
19,Boeing,Boeing 737,189,135871
26,Boeing,Boeing 757,200,69969
42,Unknown,Unknown,,109405
42,Unknown,Unknown,,102410
42,Unknown,Unknown,,101109
42,Unknown,Unknown,,82805
42,Unknown,Unknown,,93363
42,Unknown,Unknown,,78118
3,Airbus,A320,180,65746
26,Boeing,Boeing 757,200,98461
19,Boeing,Boeing 737,189,128537
26,Boeing,Boeing 757,200,119999
42,Unknown,Unknown,,117122
42,Unknown,Unknown,,123886
42,Unknown,Unknown,,83264
42,Unknown,Unknown,,48868
42,Unknown,Unknown,,38541
42,Unknown,Unknown,,40119
42,Unknown,Unknown,,138025
42,Unknown,Unknown,,68344
32,Boeing,Boeing 777,396,44331
42,Unknown,Unknown,,67444
42,Unknown,Unknown,,116376
42,Unknown,Unknown,,89518
42,Unknown,Unknown,,86133
42,Unknown,Unknown,,98979
42,Unknown,Unknown,,75948
42,Unknown,Unknown,,42124
42,Unknown,Unknown,,119952
42,Unknown,Unknown,,46194
42,Unknown,Unknown,,57889
38,Embraer,Embraer 170,76,99085
42,Unknown,Unknown,,104291
42,Unknown,Unknown,,117413
42,Unknown,Unknown,,41555
42,Unknown,Unknown,,90112
42,Unknown,Unknown,,93048
34,Boeing,Boeing 787,242,90828
34,Boeing,Boeing 787,242,101548
42,Unknown,Unknown,,118258
42,Unknown,Unknown,,154892
42,Unknown,Unknown,,34836
42,Unknown,Unknown,,36450
34,Boeing,Boeing 787,242,154824
23,Boeing,Boeing 747,467,46841
42,Unknown,Unknown,,95989
42,Unknown,Unknown,,143366
42,Unknown,Unknown,,80501
32,Boeing,Boeing 777,396,59173
42,Unknown,Unknown,,80683
42,Unknown,Unknown,,100982
42,Unknown,Unknown,,86204
42,Unknown,Unknown,,81209
42,Unknown,Unknown,,146941
42,Unknown,Unknown,,100059
42,Unknown,Unknown,,139822
42,Unknown,Unknown,,67785
42,Unknown,Unknown,,74126
42,Unknown,Unknown,,114270
42,Unknown,Unknown,,66240
42,Unknown,Unknown,,110482
42,Unknown,Unknown,,65689
34,Boeing,Boeing 787,242,118785
42,Unknown,Unknown,,135434
42,Unknown,Unknown,,78889
42,Unknown,Unknown,,84409
42,Unknown,Unknown,,103400
42,Unknown,Unknown,,134980
42,Unknown,Unknown,,40943
42,Unknown,Unknown,,145032
42,Unknown,Unknown,,107129
42,Unknown,Unknown,,51746
42,Unknown,Unknown,,51562
42,Unknown,Unknown,,78094
42,Unknown,Unknown,,98858
42,Unknown,Unknown,,49898
42,Unknown,Unknown,,86984
34,Boeing,Boeing 787,242,102265
32,Boeing,Boeing 777,396,85519
32,Boeing,Boeing 777,396,46580
42,Unknown,Unknown,,75247
42,Unknown,Unknown,,149839
42,Unknown,Unknown,,79879
42,Unknown,Unknown,,120586
42,Unknown,Unknown,,112622
42,Unknown,Unknown,,99177
19,Boeing,Boeing 737,189,130799
32,Boeing,Boeing 777,396,130800
26,Boeing,Boeing 757,200,49005
42,Unknown,Unknown,,94878
42,Unknown,Unknown,,144826
42,Unknown,Unknown,,54098
42,Unknown,Unknown,,48880
42,Unknown,Unknown,,112116
42,Unknown,Unknown,,129988
42,Unknown,Unknown,,40461
42,Unknown,Unknown,,62951
42,Unknown,Unknown,,106215
42,Unknown,Unknown,,109566
42,Unknown,Unknown,,90943
19,Boeing,Boeing 737,189,81604
42,Unknown,Unknown,,151645
42,Unknown,Unknown,,121238
42,Unknown,Unknown,,113936
42,Unknown,Unknown,,86355
42,Unknown,Unknown,,99139
42,Unknown,Unknown,,139555
42,Unknown,Unknown,,118688
42,Unknown,Unknown,,122568
42,Unknown,Unknown,,152493
19,Boeing,Boeing 737,189,104650
42,Unknown,Unknown,,38754
42,Unknown,Unknown,,34974
42,Unknown,Unknown,,49668
32,Boeing,Boeing 777,396,46607
42,Unknown,Unknown,,38037
42,Unknown,Unknown,,120051
19,Boeing,Boeing 737,189,143047
19,Boeing,Boeing 737,189,144843
19,Boeing,Boeing 737,189,134791
42,Unknown,Unknown,,133448
42,Unknown,Unknown,,36830
42,Unknown,Unknown,,137210
42,Unknown,Unknown,,155807
23,Boeing,Boeing 747,467,64833
42,Unknown,Unknown,,67231
42,Unknown,Unknown,,132616
42,Unknown,Unknown,,130986
42,Unknown,Unknown,,76693
42,Unknown,Unknown,,93961
26,Boeing,Boeing 757,200,95237
42,Unknown,Unknown,,123087
42,Unknown,Unknown,,129132
42,Unknown,Unknown,,115595
42,Unknown,Unknown,,99538
19,Boeing,Boeing 737,189,79162
42,Unknown,Unknown,,78473
42,Unknown,Unknown,,84539
42,Unknown,Unknown,,56887
42,Unknown,Unknown,,76467
42,Unknown,Unknown,,113357
2,Airbus,A319,134,124192
42,Unknown,Unknown,,110102
42,Unknown,Unknown,,145334
42,Unknown,Unknown,,87630
19,Boeing,Boeing 737,189,141821
42,Unknown,Unknown,,68345
19,Boeing,Boeing 737,189,119971
42,Unknown,Unknown,,90940
42,Unknown,Unknown,,56720
42,Unknown,Unknown,,96332
42,Unknown,Unknown,,132140
42,Unknown,Unknown,,106485
42,Unknown,Unknown,,73902
32,Boeing,Boeing 777,396,40417
28,Boeing,Boeing 767,216,53221
19,Boeing,Boeing 737,189,94365
32,Boeing,Boeing 777,396,57831
42,Unknown,Unknown,,66169
19,Boeing,Boeing 737,189,78067
42,Unknown,Unknown,,39083
42,Unknown,Unknown,,74109
42,Unknown,Unknown,,120154
42,Unknown,Unknown,,83715
42,Unknown,Unknown,,44127
42,Unknown,Unknown,,122756
42,Unknown,Unknown,,78879
42,Unknown,Unknown,,65265
42,Unknown,Unknown,,103568
42,Unknown,Unknown,,115444
42,Unknown,Unknown,,80409
42,Unknown,Unknown,,152901
42,Unknown,Unknown,,138441
42,Unknown,Unknown,,69091
32,Boeing,Boeing 777,396,120361
42,Unknown,Unknown,,143620
42,Unknown,Unknown,,44083
42,Unknown,Unknown,,70791
42,Unknown,Unknown,,120118
42,Unknown,Unknown,,118787
42,Unknown,Unknown,,82821
42,Unknown,Unknown,,118841
42,Unknown,Unknown,,41992
42,Unknown,Unknown,,129294
19,Boeing,Boeing 737,189,66262
42,Unknown,Unknown,,99042
42,Unknown,Unknown,,46498
34,Boeing,Boeing 787,242,59106
42,Unknown,Unknown,,61794
42,Unknown,Unknown,,139073
42,Unknown,Unknown,,97732
42,Unknown,Unknown,,115081
32,Boeing,Boeing 777,396,133916
32,Boeing,Boeing 777,396,133942
19,Boeing,Boeing 737,189,91132
42,Unknown,Unknown,,112394
42,Unknown,Unknown,,104590
42,Unknown,Unknown,,127747
42,Unknown,Unknown,,111649
42,Unknown,Unknown,,112682
42,Unknown,Unknown,,113928
42,Unknown,Unknown,,94160
42,Unknown,Unknown,,68579
26,Boeing,Boeing 757,200,122909
42,Unknown,Unknown,,83185
3,Airbus,A320,180,92582
42,Unknown,Unknown,,125415
19,Boeing,Boeing 737,189,100559
42,Unknown,Unknown,,76567
42,Unknown,Unknown,,34715
42,Unknown,Unknown,,61574
42,Unknown,Unknown,,82281
34,Boeing,Boeing 787,242,139266
42,Unknown,Unknown,,46007
42,Unknown,Unknown,,94832
42,Unknown,Unknown,,77886
42,Unknown,Unknown,,71446
42,Unknown,Unknown,,48536
42,Unknown,Unknown,,151269
19,Boeing,Boeing 737,189,47761
42,Unknown,Unknown,,115497
42,Unknown,Unknown,,41623
34,Boeing,Boeing 787,242,121807
42,Unknown,Unknown,,105134
42,Unknown,Unknown,,127383
42,Unknown,Unknown,,135817
42,Unknown,Unknown,,59966
42,Unknown,Unknown,,103986
42,Unknown,Unknown,,134837
19,Boeing,Boeing 737,189,55936
42,Unknown,Unknown,,131324
19,Boeing,Boeing 737,189,52747
42,Unknown,Unknown,,52009
28,Boeing,Boeing 767,216,40929
34,Boeing,Boeing 787,242,99516
42,Unknown,Unknown,,99976
42,Unknown,Unknown,,96249
42,Unknown,Unknown,,93312
42,Unknown,Unknown,,92742
42,Unknown,Unknown,,34854
42,Unknown,Unknown,,110521
32,Boeing,Boeing 777,396,128974
34,Boeing,Boeing 787,242,53628
42,Unknown,Unknown,,100667
42,Unknown,Unknown,,147448
42,Unknown,Unknown,,115795
42,Unknown,Unknown,,38773
42,Unknown,Unknown,,87483
42,Unknown,Unknown,,89337
42,Unknown,Unknown,,37068
19,Boeing,Boeing 737,189,44453
42,Unknown,Unknown,,152932
42,Unknown,Unknown,,51014
42,Unknown,Unknown,,120191
42,Unknown,Unknown,,114019
42,Unknown,Unknown,,125226
34,Boeing,Boeing 787,242,128001
42,Unknown,Unknown,,77688
42,Unknown,Unknown,,116381
42,Unknown,Unknown,,114044
42,Unknown,Unknown,,116305
42,Unknown,Unknown,,45938
42,Unknown,Unknown,,135885
42,Unknown,Unknown,,105069
34,Boeing,Boeing 787,242,118069
42,Unknown,Unknown,,111802
42,Unknown,Unknown,,75992
42,Unknown,Unknown,,114284
42,Unknown,Unknown,,65944
42,Unknown,Unknown,,97567
42,Unknown,Unknown,,66198
19,Boeing,Boeing 737,189,113939
42,Unknown,Unknown,,144576
42,Unknown,Unknown,,68599
42,Unknown,Unknown,,149512
42,Unknown,Unknown,,45567
42,Unknown,Unknown,,135012
42,Unknown,Unknown,,44787
42,Unknown,Unknown,,82799
42,Unknown,Unknown,,126531
42,Unknown,Unknown,,123010
42,Unknown,Unknown,,61915
42,Unknown,Unknown,,83528
42,Unknown,Unknown,,146368
42,Unknown,Unknown,,85197
42,Unknown,Unknown,,74246
42,Unknown,Unknown,,142001
32,Boeing,Boeing 777,396,150208
3,Airbus,A320,180,72977
19,Boeing,Boeing 737,189,61633
42,Unknown,Unknown,,116366
32,Boeing,Boeing 777,396,72978
42,Unknown,Unknown,,84948
42,Unknown,Unknown,,156379
42,Unknown,Unknown,,79774
42,Unknown,Unknown,,80362
42,Unknown,Unknown,,152313
42,Unknown,Unknown,,57786
42,Unknown,Unknown,,105447
42,Unknown,Unknown,,123545
42,Unknown,Unknown,,129611
42,Unknown,Unknown,,35998
42,Unknown,Unknown,,136466
42,Unknown,Unknown,,34860
42,Unknown,Unknown,,114192
42,Unknown,Unknown,,124029
42,Unknown,Unknown,,36251
19,Boeing,Boeing 737,189,67277
19,Boeing,Boeing 737,189,88187
42,Unknown,Unknown,,84557
42,Unknown,Unknown,,58021
34,Boeing,Boeing 787,242,67075
42,Unknown,Unknown,,76993
42,Unknown,Unknown,,150607
32,Boeing,Boeing 777,396,51770
42,Unknown,Unknown,,113976
42,Unknown,Unknown,,73389
42,Unknown,Unknown,,152014
42,Unknown,Unknown,,40268
42,Unknown,Unknown,,89416
42,Unknown,Unknown,,121046
42,Unknown,Unknown,,106861
19,Boeing,Boeing 737,189,151156
42,Unknown,Unknown,,85010
42,Unknown,Unknown,,150313
42,Unknown,Unknown,,91156
28,Boeing,Boeing 767,216,110363
42,Unknown,Unknown,,69746
42,Unknown,Unknown,,135241
42,Unknown,Unknown,,112275
34,Boeing,Boeing 787,242,116541
28,Boeing,Boeing 767,216,120734
19,Boeing,Boeing 737,189,41193
42,Unknown,Unknown,,89323
42,Unknown,Unknown,,88464
42,Unknown,Unknown,,95451
42,Unknown,Unknown,,114309
42,Unknown,Unknown,,97894
32,Boeing,Boeing 777,396,42145
42,Unknown,Unknown,,142898
42,Unknown,Unknown,,53433
42,Unknown,Unknown,,77192
42,Unknown,Unknown,,73549
42,Unknown,Unknown,,78633
42,Unknown,Unknown,,59039
42,Unknown,Unknown,,68233
38,Embraer,Embraer 170,76,118471
42,Unknown,Unknown,,130876
42,Unknown,Unknown,,50257
3,Airbus,A320,180,120601
42,Unknown,Unknown,,72699
26,Boeing,Boeing 757,200,49798
32,Boeing,Boeing 777,396,59613
28,Boeing,Boeing 767,216,43951
42,Unknown,Unknown,,40160
28,Boeing,Boeing 767,216,103773
42,Unknown,Unknown,,131933
42,Unknown,Unknown,,111779
42,Unknown,Unknown,,78929
42,Unknown,Unknown,,42828
32,Boeing,Boeing 777,396,67317
42,Unknown,Unknown,,92262
42,Unknown,Unknown,,97187
19,Boeing,Boeing 737,189,67613
19,Boeing,Boeing 737,189,45225
42,Unknown,Unknown,,89223
42,Unknown,Unknown,,103755
42,Unknown,Unknown,,116244
42,Unknown,Unknown,,78618
32,Boeing,Boeing 777,396,123893
42,Unknown,Unknown,,112444
42,Unknown,Unknown,,117140
34,Boeing,Boeing 787,242,73989
42,Unknown,Unknown,,133141
42,Unknown,Unknown,,124107
42,Unknown,Unknown,,98189
42,Unknown,Unknown,,116560
42,Unknown,Unknown,,91264
42,Unknown,Unknown,,120582
42,Unknown,Unknown,,80180
42,Unknown,Unknown,,61323
42,Unknown,Unknown,,77392
42,Unknown,Unknown,,89649
42,Unknown,Unknown,,104480
42,Unknown,Unknown,,142850
34,Boeing,Boeing 787,242,44038
42,Unknown,Unknown,,100889
42,Unknown,Unknown,,123380
42,Unknown,Unknown,,97102
42,Unknown,Unknown,,76510
42,Unknown,Unknown,,72812
42,Unknown,Unknown,,64187
42,Unknown,Unknown,,120692
42,Unknown,Unknown,,112306
42,Unknown,Unknown,,100968
